Province,Type,Cd,Year,Reference
Hubei,Mining/smelting soils,0.2,2022.0,钒钛磁铁矿区农用地污染特征及风险评价
Hubei,Industrial soils,0.21,2022.0,典型石油场地周边土壤重金属形态特征及源解析
Hubei,Mining/smelting soils,2.0,2023.0,大冶古铜矿遗址周边农田土壤重金属污染及潜在生态风险评价
Hubei,Mining/smelting soils,0.37,2023.0,程潮矿区周边土壤重金属污染风险评价和健康风险评估
Hubei,Industrial soils,10.73,2024.0,铜铁矿冶炼区周边土壤镉的健康风险评价研究
Hubei,Urban soils,0.36,2024.0,江汉平原北部典型农业区表层土壤重金属生态风险评价与来源解析
Hunan,Industrial soils,2.31,2021.0,ldentifying the Source of Heavy Metal Pollution and Apportionment in Agricultural Soils Impacted by Different Smelters in China by the Positive Matrix Factorization Model and the Pb lsotope Ratio Method
Hunan,Urban soils,0.336,,长江经济带
Hunan,Urban soils,1.886,,
Hunan,Urban soils,2.479,,
Hunan,Urban soils,0.601,,
Hunan,Urban soils,0.391,,
Hunan,Urban soils,1.306,,
Hunan,Urban soils,0.529,,
Hunan,Urban soils,0.297,,
Hunan,Urban soils,0.809,,
Hunan,Urban soils,3.575,,
Hunan,Mining/smelting soils,1.4,2022.0,Spatial distribution and ecological risk assessment of heavy metals in manganese (Mn) contaminated site
Hunan,Mining/smelting soils,3.2,2023.0,"Heavy Metals in Soil around a Typical Antimony Mine Area of China: Pollution Characteristics, Land Cover Influence and Source Identification"
Hunan,Industrial soils,556.9,2021.0,湖北4
Hunan,Mining/smelting soils,2.88,2023.0,"Quantitative source identification, risk assessment and pollution of heavy metals in soils around a typical Sb smelter in central and southern China"
Hunan,Agricultural soils,4.22,2022.0,Heavy metal pollution characteristics and potential ecological risk assessment of soils around three typical antimony mining areas and watersheds in China
Hunan,Agricultural soils,15.65,,
Hunan,Agricultural soils,0.4,,
Hunan,Agricultural soils,1.31,2021.0,"Assessing the Risk of Total and Available Potentially Toxic Elements in Agricultural Soil in Typical Mining Areas in Xiangjiang River Basin, Hunan Province"
Hunan,Agricultural soils,0.42,2024.0,"Spatial pattern, source apportionment, and source-oriented health risk quantifying of heavy metals in farmland soils of southern China"
Hunan,Agricultural soils,0.53,2022.0,"Spatial Distribution, Contamination Feature, and Health-Risk Assessment of Heavy Metals and Metalloids in Farmland Soil in the Hunan Province, China"
Hunan,Agricultural soils,0.39,,
Hunan,Industrial soils,0.8,2024.0,"The impact of industrialization on the distribution of heavy metals in surrounding soil: Evidence from the Chang-Zhu-Tan urban agglomeration, central China"
Hunan,Agricultural soils,0.31,2025.0,Priority sources identification and risks assessment of heavy metal(loid)s in agricultural soils of a typical antimony mining watershed
Hunan,Agricultural soils,0.32,,
Hunan,Urban soils,1.26,2022.0,Identification priority source of soil heavy metals pollution based on source-specific ecological and human health risk analysis in a typical smelting and mining region of South China
Hunan,Industrial soils,0.59,2022.0,工业区周边典型小流域耕地土壤重金属污染源解析
Hunan,Mining/smelting soils,3.3908500000000004,2023.0,湖南某石煤矿区重金属污染现状及生态风险评价
Hunan,Mining/smelting soils,17.48,2023.0,湖南某锡矿区土壤重金属污染及健康风险评价
Hunan,Mining/smelting soils,28.4,2023.0,大义山东南部土壤重金属分布特征及其风险评价
Hunan,Urban soils,0.2,2023.0,湘东北典型河源区土壤重金属分布特征、来源解析及潜在生态风险评价
Hunan,Agricultural soils,0.26,2024.0,洞庭湖东缘新开镇土壤重金属特征、来源及评价
Hunan,Urban soils,1.56,2024.0,长沙市土壤重金属污染特征及其生态与健康风险评估
Hunan,Urban soils,1.08,2025.0,湘南地区土壤重金属污染分布特征及特定源-生态风险评估
Hunan,Industrial soils,1.48,2021.0,湖南省郴州市苏仙区重点污染企业影响区的土壤重金属污染源解析
Hunan,Mining/smelting soils,6.82,2023.0,南方某铅锌矿矿区周边农用地土壤重金属污染特征及生态风险评价
Neimenggu,Natural soils,0.3,2024.0,Spatial Distribution and Migration of Heavy Metals in Dry and Windy Area Polluted by Their Production in the North China
Neimenggu,Natural soils,0.76,,
Neimenggu,Mining/smelting soils,0.1,2024.0,Identification of sources and analysis of spatial distribution of soil heavy metals in northern China coal mining areas
Neimenggu,Mining/smelting soils,4.0,2023.0,"Spatial distribution and ecological risk of heavy metals and their source apportionment in soils from a typical mining area, Inner Mongolia, China"
Neimenggu,Mining/smelting soils,0.1,2024.0,"Source and Migration Pathways of Heavy Metals in Soils from an Iron Mine in Baotou City, China"
Neimenggu,Natural soils,0.16,2025.0,Heavy metals impact environmental capacity of oasis soils in Qinghai-Tibet Plateau dry zone
Neimenggu,Mining/smelting soils,0.09,2022.0,荒漠草原金矿周边土壤重金属分布特征及生态风险评价
Neimenggu,Mining/smelting soils,0.31,2022.0,矿区周边土壤重金属污染优先控制因子及健康风险评价研究
Neimenggu,Agricultural soils,0.25,2022.0,包头市南郊农田土壤重金属污染特征研究及风险评价
Neimenggu,Urban soils,0.2,2022.0,典型工业城市土壤重金属元素形态特征及生态风险评估
Neimenggu,Urban soils,0.09,2022.0,土壤重金属地球化学特征及环境评价——以张北县二台镇为例
Neimenggu,Mining/smelting soils,0.1,2022.0,内蒙古包头市固阳县某铁矿区周边土壤多元素测定与健康风险评价
Neimenggu,Urban soils,0.17,2022.0,内蒙古新巴尔虎右旗土壤重金属生态风险与来源分析
Neimenggu,Mining/smelting soils,0.52,2024.0,煤矿聚集区土壤重金属污染风险及PMF-HHR模型溯源
Neimenggu,Mining/smelting soils,0.28,2024.0,内蒙古西部某铜尾矿周边土壤重金属污染特征及风险评价
Neimenggu,Industrial soils,0.51,2024.0,内蒙古某金属冶炼厂周边农田土壤重金属空间分布预测方法研究
Neimenggu,Urban soils,0.16,2024.0,内蒙古五原县某地土壤重金属生态健康风险评价
Neimenggu,Mining/smelting soils,0.13,2025.0,黄河流域典型尾矿库周边土壤重金属分布特征及风险评价
Neimenggu,Urban soils,0.16,2023.0,准格尔旗铧尖地区土壤重金属地球化学特征及污染评价
Hainan,Agricultural soils,0.24,2023.0,Spatial distribution and ecological risk assessment of soil heavy metals in a typical volcanic area: Influence of parent materials
Hainan,Mining/smelting soils,1.83,2021.0,A modelling study of a buffer zone in abating heavy metal contamination from a gold mine of Hainan Province in nearby agricultural area
Hainan,Agricultural soils,0.06,2023.0,"Soil heavy metals in tropical coastal interface of eastern Hainan Island in China: Distribution, sources and ecological risks"
Hainan,Agricultural soils,0.8,2024.0,A Monte Carlo simulation-based health risk assessment of heavy metals in soils of the tropical region in southern China
Hainan,Mining/smelting soils,13.53,2021.0,铅锌矿区周边土壤重金属污染及植物富集特征
Hainan,Urban soils,0.13,2021.0,基于受体模型和地统计学的海南岛农用地土壤重金属分布特征及源解析
Hainan,Mining/smelting soils,0.323,2022.0,海南省某金矿区周边农用地土壤重金属污染特征及风险评价
Hainan,Agricultural soils,0.1,2023.0,海南省农产品基地土壤重金属污染现状及潜在生态风险评价
Xinjiang,Mining/smelting soils,0.1,2022.0,Ecological Risk Assessment and Source Apportionment of Heavy Metals in the Soil of an Opencast Mine in Xinjiang
Xinjiang,Mining/smelting soils,0.343,2023.0,"The Spatial Distribution and Influencing Factors of Heavy Metals in Soil in Xinjiang, China"
Xinjiang,Natural soils,0.2,,
Xinjiang,Natural soils,0.23,,
Xinjiang,Natural soils,0.33,,
Xinjiang,Natural soils,0.21,,
Xinjiang,Mining/smelting soils,0.75,2022.0,"Investigation of the Distribution of Heavy Metals in the Soil of the Dahuangshan Mining Area of the Southern Junggar Coalfield, Xinjiang, China"
Xinjiang,Mining/smelting soils,1.04,,
Xinjiang,Mining/smelting soils,1.0,,
Xinjiang,Agricultural soils,0.19,2022.0,"Identification of the distribution, contamination levels, sources, and ecological risks of heavy metals in vineyard soils in the main grape production area of China"
Xinjiang,Mining/smelting soils,6.4,2023.0,Evaluation of soil heavy metals pollution and the phytoremediation potential of copper-nickel mine tailings ponds
Xinjiang,Natural soils,0.16,2025.0,Spatial distribution characteristics and risk assessment of heavy metals in soils of Southern Xinjiang oases
Xinjiang,Natural soils,0.21,,
Xinjiang,Natural soils,0.12,,
Xinjiang,Natural soils,0.22,,
Xinjiang,Natural soils,0.19,,
Xinjiang,Natural soils,0.13,,
Xinjiang,Natural soils,0.14,,
Xinjiang,Natural soils,0.19,,
Xinjiang,Natural soils,0.13,,
Xinjiang,Natural soils,0.15,,
Xinjiang,Natural soils,0.15,,
Xinjiang,Natural soils,0.09,,
Xinjiang,Natural soils,0.07,,
Xinjiang,Natural soils,0.17,,
Xinjiang,Natural soils,0.06,,
Xinjiang,Industrial soils,0.089,2023.0,"Accumulation, potential risk and source identification of toxic metal elements in soil: a case study of a coal-fired power plant in Western China"
Xinjiang,Agricultural soils,0.18,2021.0,"Variability in plant trace element uptake across different crops, soil contamination levels and soil properties in the Xinjiang Uygur Autonomous Region of northwest China"
Xinjiang,Agricultural soils,0.15,,
Xinjiang,Agricultural soils,0.17,,
Xinjiang,Mining/smelting soils,0.15,2024.0,"Environmental capacity simulation and source analysis of toxic metals in soils of Wucaiwan mining area, Xinjiang, China"
Xinjiang,Urban soils,0.14,2023.0,"Ecological risks and sensitivity distribution of soil heavy metals in Altay Prefecture, Xinjiang, Northwest China"
Xinjiang,Industrial soils,0.19,2021.0,工业园周边土壤重金属污染特征及潜在生态风险评价
Xinjiang,Agricultural soils,0.08,2022.0,新疆典型区域土壤重金属As和Cd分布特征及评价
Xinjiang,Agricultural soils,0.15,,
Xinjiang,Urban soils,5.75,2022.0,天山北坡经济带土壤重金属来源及污染评价
Xinjiang,Agricultural soils,0.14,2022.0,博州农田土壤重金属地球化学基线与污染评价
Xinjiang,Urban soils,0.14,2022.0,乌鲁木齐市沿城市化梯度带土壤重金属环境容量评估
Xinjiang,Urban soils,0.14,,
Xinjiang,Natural soils,0.13,,
Xinjiang,Natural soils,0.12,,
Xinjiang,Urban soils,0.28,2022.0,乌鲁木齐市核心城区绿地土壤重金属累积特征及生态风险
Xinjiang,Urban soils,0.16,2024.0,绿洲城市土壤及地下水重金属污染及源解析
Xinjiang,Agricultural soils,0.21,2021.0,乌鲁木齐市农村土壤重金属污染情况及生态风险评价
Xinjiang,Agricultural soils,0.2,2022.0,2021年乌鲁木齐市农村土壤重金属健康风险评价
Shannxi,Agricultural soils,0.098,2022.0,Sustainable Strategies for the Agricultural Development of Shaanxi Province Based on the Risk Assessment of Heavy Metal Pollution
Shannxi,Agricultural soils,0.29,2021.0,"Heavy Metal Concentrations in Orchard Soils with Different Cultivation Durations and Their Potential Ecological Risks in Shaanxi Province, Northwest China"
Shannxi,Industrial soils,0.08,2025.0,"Analysis of Heavy Metal Content Characteristics in Topsoil of Wasteland in the Industrial and Mining Areas of Shenmu, Shaanxi Province, China"
Shannxi,Agricultural soils,0.28,2023.0,"Distribution characteristics, source analysis and health risk assessment of heavy metals in farmland soil in Shiquan County, Shaanxi Province"
Shannxi,Mining/smelting soils,0.62,2025.0,"Spatial Distribution Characteristics, Source Tracing with Cadmium Isotopes, and a Risk Assessment of Heavy Metals in Soils in the Metal Mining Area of the Qinling Mountains, Central China"
Shannxi,Industrial soils,1.23,2021.0,"A Comprehensive Exploration on Pollution Characteristics and Ecological Risks of Heavy Metals in Surface Paddy Soils around a Large Copper Smelter, Southeast China"
Shannxi,Agricultural soils,1.14,2021.0,Geochemical Baseline Establishment and Source-Oriented Ecological Risk Assessment of Heavy Metals in Lime Concretion Black Soil from a Typical Agricultural Area
Shannxi,Agricultural soils,0.26,2023.0,Ecological risks of heavy metals in soil under different cultivation systems in Northwest China
Shannxi,Agricultural soils,0.19,,
Shannxi,Agricultural soils,0.12,,
Shannxi,Agricultural soils,0.25,,
Shannxi,Agricultural soils,0.18,,
Shannxi,Agricultural soils,0.12,,
Shannxi,Industrial soils,0.53,2024.0,"Sources, Contamination and Risk Assessment of Heavy Metals in Riparian Soils of the Weihe River Based on a Receptor Model and Monte Carlo Simulation"
Shannxi,Agricultural soils,0.31,2023.0,"Spatial distribution, ecological risk and health risk assessment of heavy metals in agricultural soil from Ankang basin, Shaanxi Province"
Shannxi,Agricultural soils,0.3,2024.0,Soil Quality Assessment of the Cultivated Land Around the Tailing Ponds in the Qinling Mountains of China
Shannxi,Urban soils,0.77,2021.0,典型河谷城市土壤重金属含量空间分异及其影响因素
Shannxi,Mining/smelting soils,2.91,2021.0,陕西潼关县金矿矿区周边农田土壤重金属生态健康风险评价
Shannxi,Mining/smelting soils,0.99,2022.0,矿区周边农田土壤重金属分布特征及污染评价
Shannxi,Mining/smelting soils,0.45,2022.0,秦岭山区某金属矿区土壤重金属污染评价及迁移路径解析
Shannxi,Mining/smelting soils,1.63,2023.0,金属矿区土壤重金属污染的分布特征及因果关系解析——以某金矿为例
Shannxi,Mining/smelting soils,1.04,2023.0,商洛市尾矿区土壤重金属污染评价及来源分析
Shannxi,Industrial soils,0.71,2023.0,某燃煤电厂周边农田土壤重金属污染特征及源解析
Shannxi,Mining/smelting soils,0.15,2024.0,渭南市矿山企业周边农田土壤中重金属污染源解析及风险评价
Shannxi,Mining/smelting soils,1.34,2024.0,秦岭典型钼矿区农田土壤和作物重金属污染特征、来源解析及健康风险评价
Shannxi,Mining/smelting soils,1.07,2025.0,陕西秦岭矿区农田土壤和作物重金属污染特征及健康风险评价
Shannxi,Agricultural soils,0.18,2022.0,关中平原土壤重金属生态风险评价——以杨凌示范区为例
Shannxi,Agricultural soils,0.14,2025.0,西安市高陵区土壤重金属污染现状分析
Zhejiang,Agricultural soils,0.14,2021.0,Analysis of Heavy Metal Pollution in Cultivated Land of Different Quality Grades in Yangtze River Delta of China
Zhejiang,Agricultural soils,13.96,2024.0,"Enrichment Characteristics and Ecological Risk Assessment of Heavy Metals in a Farmland System with High Geochemical Background in the Black Shale Region of Zhejiang, China"
Zhejiang,Urban soils,0.179,,长江经济带
Zhejiang,Urban soils,0.223,,
Zhejiang,Urban soils,0.149,,
Zhejiang,Urban soils,0.189,,
Zhejiang,Urban soils,0.189,,
Zhejiang,Urban soils,0.197,,
Zhejiang,Urban soils,0.209,,
Zhejiang,Urban soils,0.215,,
Zhejiang,Urban soils,0.22,,
Zhejiang,Urban soils,0.397,,
Zhejiang,Agricultural soils,0.27,2022.0,"Potential driving forces and probabilistic health risks of heavy metal accumulation in the soils from an e-waste area, southeast China"
Zhejiang,Agricultural soils,0.158,2022.0,"Pollution Characteristics, Sources, and Health Risk Assessments of Potentially Toxic Elements in Community Garden Soil of Lin’an, Zhejiang, China"
Zhejiang,Industrial soils,0.285,2024.0,Pollution characteristics and source apportionment of heavy metal(loid)s in soil and groundwater of a retired industrial park
Zhejiang,Agricultural soils,0.18,2021.0,"Spatial Distribution, Environmental Risk and Safe Utilization Zoning of Soil Heavy Metals in Farmland, Subtropical China"
Zhejiang,Industrial soils,1.66,2023.0,"Spatial distribution, sources, and risks of heavy metals in soil from industrial areas of Hangzhou, eastern China"
Zhejiang,Agricultural soils,0.15,2021.0,Assessments of heavy metal pollution of a farmland in an urban area based on the Environmental Geochemical Baselines
Zhejiang,Urban soils,0.2,2021.0,"Pollution Characteristics, Spatial Patterns, and Sources of Toxic Elements in Soils from a Typical Industrial City of Eastern China"
Zhejiang,Industrial soils,0.2187,2022.0,"Pollution Assessment and Source Apportionment of Soil Heavy Metals in a Coastal Industrial City, Zhejiang, Southeastern China"
Zhejiang,Agricultural soils,0.2,2022.0,"Source Identification and Apportionment of Potential Toxic Elements in Soils in an Eastern Industrial City, China"
Zhejiang,Agricultural soils,1.1,2023.0,The effects of pollution by multiple metals derived from long-term smelting activities on soil mite communities in arable soils under different land use types in East China
Zhejiang,Agricultural soils,0.7,,
Zhejiang,Agricultural soils,1.6,,
Zhejiang,Agricultural soils,3.3,,
Zhejiang,Agricultural soils,0.28,2021.0,"Comprehensive source identification and apportionment analysis of five heavy metals in soils in Wenzhou City, China"
Zhejiang,Agricultural soils,0.18,2021.0,"An Integrated Approach for Source Apportionment and Health Risk Assessment of Heavy Metals in Subtropical Agricultural Soils, Eastern China"
Zhejiang,Agricultural soils,0.19,2024.0,Spatial Heterogeneity Analysis and Risk Assessment of Potentially Toxic Elements in Soils of Typical Green Tea Plantations
Zhejiang,Agricultural soils,1.48,2022.0,Novel insights into probabilistic health risk and source apportionment based on bioaccessible potentially toxic elements around an abandoned e-waste dismantling site
Zhejiang,Industrial soils,8.58,2024.0,"Contamination and health risk assessment of heavy metals in soil surrounding an electroplating factory in JiaXing, China"
Zhejiang,Agricultural soils,2.17,2023.0,"Spatial distribution, sources, and risk assessment of potentially toxic elements in cultivated soils using isotopic tracing techniques and Monte Carlo simulation"
Zhejiang,Urban soils,0.18,2021.0,温岭市表层土壤重金属地球化学特征及其相关性浅析
Zhejiang,Agricultural soils,0.18,2022.0,金华市耕地土壤重金属来源解析及健康风险空间分异
Zhejiang,Industrial soils,0.68,2022.0,台州市典型电子垃圾拆解场地周边农田土壤重金属污染特征和来源解析
Zhejiang,Agricultural soils,0.33,2022.0,缙云县某复垦地块土壤环境质量调查及生态风险评价
Zhejiang,Mining/smelting soils,0.53,2022.0,浙中典型硫铁矿区农田土壤重金属含量特征及健康风险
Zhejiang,Mining/smelting soils,0.75,2023.0,浙江省某尾矿库周边农田土壤重金属污染特征及来源解析
Zhejiang,Urban soils,0.1966666666666666,2024.0,环象山港区域土壤重金属污染特征及风险评估
Zhejiang,Agricultural soils,0.39,2024.0,浙西南典型耕地土壤重金属空间分布及污染评价
Zhejiang,Urban soils,0.19,2025.0,钱江源国家公园水田土壤重金属污染特征、来源分析及健康风险评价
Zhejiang,Mining/smelting soils,2.58,2021.0,浙西某地石煤矿山周边耕地土壤重金属污染与生态风险评价
Zhejiang,Urban soils,0.18,2022.0,典型海岛城市重金属空间分布与管控策略
Zhejiang,Agricultural soils,1.07,2024.0,景宁县某废弃铅锌矿周围农田土壤重金属污染评价与来源分析
Zhejiang,Industrial soils,0.15,2024.0,宁波市工业区周边小区域尺度耕地土壤重金属污染源解析及风险评价
Jiangsu,Agricultural soils,0.06,2023.0,Environmental Assessment of Soils and Crops Based on Heavy Metal Risk Analysis in Southeastern China
Jiangsu,Urban soils,0.218,,长江经济带
Jiangsu,Urban soils,0.157,,
Jiangsu,Urban soils,0.165,,
Jiangsu,Urban soils,0.303,,
Jiangsu,Urban soils,0.151,,
Jiangsu,Urban soils,0.353,,
Jiangsu,Urban soils,0.18,,
Jiangsu,Urban soils,0.259,,
Jiangsu,Urban soils,0.141,,
Jiangsu,Urban soils,0.212,,
Jiangsu,Urban soils,0.134,,
Jiangsu,Urban soils,0.163,,
Jiangsu,Urban soils,0.203,,
Jiangsu,Urban soils,0.51,2022.0,Study on the risk of soil heavy metal pollution in typical developed cities in eastern China
Jiangsu,Agricultural soils,0.9,2023.0,Source Analysis Based on the Positive Matrix Factorization Models and Risk Assessment of Heavy Metals in Agricultural Soil
Jiangsu,Agricultural soils,1.18,,
Jiangsu,Agricultural soils,1.07,,
Jiangsu,Agricultural soils,1.42,,
Jiangsu,Agricultural soils,0.193,2023.0,Environmental Risk Assessment of Heavy Metals in Cultivated Soils Around Industrial Area and Source Identification under APCS-MLR Model: a Case of Suzhou in Northern China
Jiangsu,Agricultural soils,0.12,2024.0,"Source Analysis and Contribution Estimation of Heavy Metal Contamination in Agricultural Soils in an Industrial Town in the Yangtze River Delta, China"
Jiangsu,Natural soils,1.68,2021.0,"Spatial distribution and environmental risk assessment of hazardous elements (As, Hg, Pb, Cd, Cu, Cr, Zn, and Se) in wetland soils of Yellow Sea coastal area, Eastern China"
Jiangsu,Mining/smelting soils,4.73,2021.0,"Distribution Characteristics and Relevance of Heavy Metals in Soils and Colloids Around a Mining Area in Nanjing, China "
Jiangsu,Agricultural soils,0.88,2021.0,"Speciation and Potential Ecological Risk of Heavy Metals in Soils from Overlapped Areas of Farmland and Coal Resources in Northern Xuzhou, China"
Jiangsu,Industrial soils,0.36,2025.0,"Distributions and Influencing Factors of Heavy Metals in Soils from Zhenjiang and Yangzhou, China"
Jiangsu,Agricultural soils,0.196,2022.0,"Soil Quality Assessment in Farmland of a Rapidly Industrializing Area in the Yangtze Delta, China"
Jiangsu,Industrial soils,4.0,2024.0,"Areal Health Risk Assessment Using Soil Bioaccessible Heavy Metal(loid)s Around Industrial Area in Nanjing, Southeast China"
Jiangsu,Industrial soils,5.0,,
Jiangsu,Agricultural soils,0.59,2021.0,"Risk Assessment of Heavy Metals in Overlapped Areas of Farmland and Coal Resources in Xuzhou, China"
Jiangsu,Agricultural soils,0.84,2024.0,"Ecological risk assessment of heavy metals in tea plantation soil around Tai Lake region in Suzhou, China"
Jiangsu,Agricultural soils,0.46,2021.0,"Spatial distribution, ecological risk and sources of heavy metals in soils from a typical economic development area, Southeastern China"
Jiangsu,Urban soils,0.19,2021.0,区域农田土壤镉风险的机理式定量预测模型研究
Jiangsu,Industrial soils,0.14,2021.0,典型工业遗留场地土壤污染特征分析及风险评估
Jiangsu,Agricultural soils,0.22,2021.0,长江三角洲典型县域耕地土壤重金属污染生态风险评价
Jiangsu,Mining/smelting soils,0.64,2024.0,长江中下游典型铜矿周边土壤重金属环境污染风险和来源分析
Jiangsu,Mining/smelting soils,1.27,2024.0,南京市某闭库尾矿库区土壤重金属赋存形态及生态风险评价
Jiangsu,Industrial soils,0.29,2025.0,工业园公共区域土壤重金属特定源风险评价
Jiangsu,Urban soils,0.21,2025.0,长三角城市群典型区土壤重金属时空变异及源解析
Jiangsu,Agricultural soils,0.22,2025.0,江苏某市规模化养殖场土壤重金属污染与生态健康风险评价
Jiangsu,Industrial soils,0.15,2021.0,镇江市某工业园区企业周边土壤重金属污染及其潜在生态风险评价
Jiangsu,Urban soils,0.21,2021.0,南京市主城区土壤环境质量调查及生态风险评价研究
Jiangsu,Agricultural soils,0.52,2022.0,小流域矿集区土壤重金属污染评价与来源综合解析
Jiangsu,Urban soils,2.6466666666666665,2023.0,盐城市典型地块周边土壤重金属污染及环境质量风险评价
Jiangsu,Urban soils,0.37,2023.0,土壤重金属污染多种评价方法对比研究——以南京市龙潭沿江地区为例
Jiangsu,Mining/smelting soils,1.15,2023.0,南京市某闭库铜矿尾矿库土地再利用风险评估
Jiangsu,Mining/smelting soils,1.27,2024.0,南京市某闭库尾矿库区土壤重金属赋存形态及生态风险评价
Jiangsu,Industrial soils,0.09,2024.0,产业园区周边表层土壤重金属污染特征、来源解析及生态风险评价
Jiangsu,Mining/smelting soils,0.59,2025.0,镇江市某矿段周边土壤和蔬菜重金属污染及健康风险评价
Jiangxi,Mining/smelting soils,0.52,2023.0,"Distribution and Source Apportionment of Heavy Metals in Soil around Dexing Copper Mine in Jiangxi Province, China"
Jiangxi,Mining/smelting soils,0.35,,
Jiangxi,Urban soils,0.128,,长江经济带
Jiangxi,Urban soils,0.361,,
Jiangxi,Urban soils,0.19,,
Jiangxi,Urban soils,0.249,,
Jiangxi,Urban soils,0.209,,
Jiangxi,Urban soils,0.55,,
Jiangxi,Urban soils,0.212,,
Jiangxi,Agricultural soils,0.14,2022.0,"Heavy Metal Pollution and Soil Quality Assessment under Different Land Uses in the Red Soil Region, Southern China"
Jiangxi,Agricultural soils,0.6234999999999998,2024.0,"Health and ecological risk of heavy metals in agricultural soils related to Tungsten mining in Southern Jiangxi Province, China"
Jiangxi,Mining/smelting soils,0.41,2022.0,"Contamination, Source Apportionment, and Health Risk Assessment of Heavy Metals in Farmland Soils Surrounding a Typical Copper Tailings Pond"
Jiangxi,Mining/smelting soils,0.43,,
Jiangxi,Agricultural soils,0.15,2021.0,"Spatial Variation in Cadmium and Mercury and Factors Influencing Their Potential Ecological Risks in Farmland Soil in Poyang Lake Plain, China"
Jiangxi,Agricultural soils,0.41,2023.0,Heavy Metal Contamination Characteristics in Acid Soil-rice Systems and the Corresponding Human Health Risk in a Mining and Smelting Area in Jiangxi Province
Jiangxi,Agricultural soils,0.13,2025.0,"Distribution, Risk Assessment, and Quantitative Source Analysis of Soil Heavy Metals in a Typical Agricultural City of East-Central China"
Jiangxi,Urban soils,0.44,2021.0,乐安河流域农用地表层土壤重金属污染评价及来源分析
Jiangxi,Mining/smelting soils,0.3,2021.0,某铜铅锌多金属矿区土壤重金属污染评价
Jiangxi,Urban soils,0.42,2021.0,袁州区表层土壤重金属污染特征及潜在生态风险来源的地理探测
Jiangxi,Mining/smelting soils,0.09,2022.0,某矿区土壤重金属分布特征及来源解析
Jiangxi,Urban soils,0.11,2022.0,赣州市南部地区土壤有害元素空间分布及健康风险评价
Jiangxi,Mining/smelting soils,0.58,2024.0,铜矿复垦区土壤重金属污染特征及风险评价
Jiangxi,Urban soils,0.7,2024.0,江西于都南部地区土壤重金属元素生态地球化学特征及其来源解析
Jiangxi,Mining/smelting soils,0.49,2025.0,基于蒙特卡罗模拟的金属矿区周边农田土壤重金属健康风险评估
Jiangxi,Mining/smelting soils,0.09,2022.0,某矿区土壤重金属分布特征及来源解析
Jiangxi,Mining/smelting soils,0.26,2022.0,典型铜矿区废石堆场周边环境风险研究
Ningxia,Agricultural soils,0.16,2023.0,"Spatial and Temporal Distribution and Source Analysis of Heavy Metals in Agricultural Soils of Ningxia, Northwest of China"
Ningxia,Agricultural soils,24.09,2022.0,Source Identification and Potential Ecological Risk Assessment of Heavy Metals in the Topsoil of the Weining Plain (Northwest China)
Ningxia,Industrial soils,0.54,2021.0,Human Health Risk Distribution and Safety Threshold of Cadmium in Soil of Coal Chemical Industry Area
Ningxia,Natural soils,0.18,2021.0,Comprehensive evaluation of soil quality in a desert steppe influenced by industrial activities in northern China
Ningxia,Natural soils,4.15,2023.0,"The spatial distribution and source apportionment of heavy metals in soil of Shizuishan, China "
Ningxia,Natural soils,0.73,2021.0,Spatial distribution and human health risk assessment of soil heavy metals based on sequential Gaussian simulation and positive matrix factorization model: A case study in irrigation area of the Yellow River
Ningxia,Natural soils,0.16,2022.0,银川平原不同地貌单元土壤重金属的分布特征及其风险评价
Ningxia,Urban soils,0.19,2024.0,银川市浅层表土重金属污染特征及源解析
Ningxia,Urban soils,0.77,2024.0,宁夏沿黄城市带土壤重金属分布特征及其生态风险评价
Ningxia,Urban soils,0.21,2024.0,银川市黄河滩区土壤重金属污染特征、生态风险评价与来源解析
Ningxia,Industrial soils,0.09,2025.0,宁夏某工业园周边农田土壤重金属分布特征及风险评估
Ningxia,Urban soils,0.16,2025.0,宁夏固原市原州区土壤重金属分布特征及其生态风险评价
Ningxia,Urban soils,0.11,2021.0,固原市表层土壤重金属空间分布及健康风险评价
Fujian,Urban soils,0.71,2021.0,"Sources, Spatial Distribution and Extent of Heavy Metals in Relation to Land Use, Lithology and Landform in Fuzhou City, China"
Fujian,Agricultural soils,0.15,2022.0,"The sources-specific health risk assessment combined with APCS/MLR model for heavy metals in tea garden soils from south Fujian Province, China"
Fujian,Agricultural soils,0.38,2021.0,福建省某地区一般农区土壤重金属污染分布特征及生态风险评价
Fujian,Agricultural soils,0.21,,
Fujian,Industrial soils,8.175,2021.0,钢铁厂周边土壤重金属污染特征及风险评价——以闽西三明钢铁厂周边农田为例
Fujian,Urban soils,0.08,2021.0,福建省龙海市南部表层土壤重金属元素累积特征研究
Fujian,Urban soils,0.16,2022.0,基于PMF模型的垃圾焚烧厂周边农田土壤重金属源解析
Fujian,Mining/smelting soils,0.13,2021.0,永定矿区典型煤矿土壤重金属污染特征研究
Fujian,Industrial soils,1.94,2024.0,钢铁企业周边土壤重金属污染特征及风险评价
Fujian,Industrial soils,1.87,,
Fujian,Industrial soils,0.12,,
Heilongjiang,Mining/smelting soils,0.11,2022.0,Heavy Metal(loid)s Pollution of Agricultural Soils and Health Risk Assessment of Consuming Soybean and Wheat in a Typical Non-Ferrous Metal Mine Area in Northeast China
Heilongjiang,Mining/smelting soils,0.13,,
Heilongjiang,Mining/smelting soils,0.12,,
